,base_word,guide_word,level,none,category,details,link
6110,lovely,BEAUTIFUL,A2,adjective,describing things,Details,/british-english/words/detail/3454
6111,merely,ONLY,B2,adverb,describing things,Details,/british-english/words/detail/3596
6112,negatively,,B2,adverb,describing things,Details,/british-english/words/detail/3805
6113,nicely,WELL,B2,adverb,describing things,Details,/british-english/words/detail/3840
6114,merely,NOT LARGE,C2,adverb,describing things,Details,/british-english/words/detail/3596
6115,moderately,,C2,adverb,describing things,Details,/british-english/words/detail/3677
6116,lively,,B1,adjective,people: personality,Details,/british-english/words/detail/3409
6117,lonely,PERSON,B1,adjective,people: personality,Details,/british-english/words/detail/3430
6118,kindly,,B1,adverb,people: personality,Details,/british-english/words/detail/3240
6119,jealously,,B2,adverb,people: personality,Details,/british-english/words/detail/3182
6120,nervously,,B2,adverb,people: personality,Details,/british-english/words/detail/3820
6121,nicely,PLEASANTLY,B2,adverb,people: personality,Details,/british-english/words/detail/3840
6122,openly,,C1,adverb,people: personality,Details,/british-english/words/detail/3987
6123,naturally,FROM BIRTH,C2,adverb,people: personality,Details,/british-english/words/detail/3785
6124,measurement,SIZE,B2,noun,describing things,Details,/british-english/words/detail/3560
6125,measurement,PROCESS,C2,noun,describing things,Details,/british-english/words/detail/3560
6126,marvellous,,B1,adjective,describing things,Details,/british-english/words/detail/3526
6127,luxurious,,C1,adjective,describing things,Details,/british-english/words/detail/3470
6128,monotonous,,C1,adjective,describing things,Details,/british-english/words/detail/3692
6129,numerous,,C1,adjective,describing things,Details,/british-english/words/detail/3905
6130,jealous,UNHAPPY IN LOVE,B1,adjective,people: personality,Details,/british-english/words/detail/3181
6131,nervous,,B1,adjective,people: personality,Details,/british-english/words/detail/3819
6132,jealous,WANTING SOMETHING,B2,adjective,people: personality,Details,/british-english/words/detail/3181
6133,outrageous,,B2,adjective,people: personality,Details,/british-english/words/detail/4051
6134,malicious,,C2,adjective,people: personality,Details,/british-english/words/detail/3497
6135,misty,,B2,adjective,natural world,Details,/british-english/words/detail/3664
6136,lazy,PERSON,A2,adjective,people: personality,Details,/british-english/words/detail/3310
6137,nosy,,C2,adjective,people: personality,Details,/british-english/words/detail/3879
6138,lead,,B1,adjective,arts and media,Details,/british-english/words/detail/3311
6139,live,,B1,adjective,arts and media,Details,/british-english/words/detail/3408
6140,literary,,B2,adjective,arts and media,Details,/british-english/words/detail/3402
6141,on,PERFORMING,C2,adverb,arts and media,Details,/british-english/words/detail/3975
6142,orchestra,,B1,noun,arts and media,Details,/british-english/words/detail/4010
6143,lead,FILM/PLAY,C2,noun,arts and media,Details,/british-english/words/detail/3311
6144,mad,ILL,B1,adjective,body and health,Details,/british-english/words/detail/3475
6145,non-smoking,,B2,adjective,body and health,Details,/british-english/words/detail/3863
6146,on,WEAR,A2,adverb,clothes,Details,/british-english/words/detail/3975
6147,long,MANY WORDS,A2,adjective,communication,Details,/british-english/words/detail/3431
6148,little,EMPHASIZE,B2,adjective,communication,Details,/british-english/words/detail/3407
6149,no,NEGATIVE ANSWER,A1,adverb,communication,Details,/british-english/words/detail/3851
6150,maybe,SUGGEST,A2,adverb,communication,Details,/british-english/words/detail/3549
6151,no,AGREE,A2,adverb,communication,Details,/british-english/words/detail/3851
6152,just,ONLY,B1,adverb,communication,Details,/british-english/words/detail/3216
6153,just,EMPHASIS,B1,adverb,communication,Details,/british-english/words/detail/3216
6154,nevertheless,,B2,adverb,communication,Details,/british-english/words/detail/3829
6155,overall,,B2,adverb,communication,Details,/british-english/words/detail/4060
6156,madam,WOMAN,B1,noun,communication,Details,/british-english/words/detail/3476
6157,nonsense,SILLY,B2,noun,communication,Details,/british-english/words/detail/3862
6158,material,INFORMATION,C1,noun,communication,Details,/british-english/words/detail/3537
6159,offer,ASK,B1,verb,communication,Details,/british-english/words/detail/3957
6160,legal,TO DO WITH LAW,B2,adjective,crime,Details,/british-english/words/detail/3335
6161,legal,ALLOWED,B2,adjective,crime,Details,/british-english/words/detail/3335
6162,legitimate,LEGAL,C2,adjective,crime,Details,/british-english/words/detail/3340
6163,jury,COURT,B2,noun,crime,Details,/british-english/words/detail/3215
6164,light,PALE,A1,adjective,describing things,Details,/british-english/words/detail/3376
6165,little,SMALL,A1,adjective,describing things,Details,/british-english/words/detail/3407
6166,long,DISTANCE,A1,adjective,describing things,Details,/british-english/words/detail/3431
6167,new,RECENTLY CREATED,A1,adjective,describing things,Details,/british-english/words/detail/3830
6168,nice,PLEASANT,A1,adjective,describing things,Details,/british-english/words/detail/3839
6169,orange,,A1,adjective,describing things,Details,/british-english/words/detail/4009
6170,large,BIG,A2,adjective,describing things,Details,/british-english/words/detail/3286
6171,left,,A2,adjective,describing things,Details,/british-english/words/detail/3330
6172,left-hand,,A2,adjective,describing things,Details,/british-english/words/detail/3331
6173,light,NOT HEAVY,A2,adjective,describing things,Details,/british-english/words/detail/3376
6174,loud,,A2,adjective,describing things,Details,/british-english/words/detail/3450
6175,low,AMOUNT/LEVEL,A2,adjective,describing things,Details,/british-english/words/detail/3456
6176,old,FROM THE PAST,A2,adjective,describing things,Details,/british-english/words/detail/3969
6177,last,REMAINING,B1,adjective,describing things,Details,/british-english/words/detail/3289
6178,light,NOT MUCH,B1,adjective,describing things,Details,/british-english/words/detail/3376
6179,low,NOT HIGH,B1,adjective,describing things,Details,/british-english/words/detail/3456
6180,magnificent,,B1,adjective,describing things,Details,/british-english/words/detail/3482
6181,main,MOST IMPORTANT,B1,adjective,describing things,Details,/british-english/words/detail/3485
6182,maximum,,B1,adjective,describing things,Details,/british-english/words/detail/3546
6183,medium,,B1,adjective,describing things,Details,/british-english/words/detail/3574
6184,minimum,,B1,adjective,describing things,Details,/british-english/words/detail/3634
6185,narrow,NOT WIDE,B1,adjective,describing things,Details,/british-english/words/detail/3774
6186,nasty,BAD,B1,adjective,describing things,Details,/british-english/words/detail/3777
6187,navy blue,,B1,adjective,describing things,Details,/british-english/words/detail/3790
6188,near,DISTANCE,B1,adjective,describing things,Details,/british-english/words/detail/3791
6189,nearby,,B1,adjective,describing things,Details,/british-english/words/detail/3792
6190,opposite,FACING,B1,adjective,describing things,Details,/british-english/words/detail/3999
6191,outdoor,,B1,adjective,describing things,Details,/british-english/words/detail/4038
6192,key,IMPORTANT,B2,adjective,describing things,Details,/british-english/words/detail/3228
6193,level,,B2,adjective,describing things,Details,/british-english/words/detail/3357
6194,low,BAD QUALITY,B2,adjective,describing things,Details,/british-english/words/detail/3456
6195,medieval,,B2,adjective,describing things,Details,/british-english/words/detail/3571
6196,mere,SMALL,B2,adjective,describing things,Details,/british-english/words/detail/3595
6197,middle,CENTRAL,B2,adjective,describing things,Details,/british-english/words/detail/3611
6198,modest,NOT LARGE,B2,adjective,describing things,Details,/british-english/words/detail/3680
6199,outer,,B2,adjective,describing things,Details,/british-english/words/detail/4040
6200,outside,NOT IN BUILDING,B2,adjective,describing things,Details,/british-english/words/detail/4053
6201,oval,,B2,adjective,describing things,Details,/british-english/words/detail/4057
6202,middle,NOT HIGH OR LOW,C1,adjective,describing things,Details,/british-english/words/detail/3611
6203,mild,SLIGHT,C1,adjective,describing things,Details,/british-english/words/detail/3619
6204,moderate,,C1,adjective,describing things,Details,/british-english/words/detail/3676
6205,mundane,,C1,adjective,describing things,Details,/british-english/words/detail/3744
6206,marginal,,C2,adjective,describing things,Details,/british-english/words/detail/3518
6207,mediocre,,C2,adjective,describing things,Details,/british-english/words/detail/3572
6208,minute,SMALL,C2,adjective,describing things,Details,/british-english/words/detail/3642
6209,outside,NOT IN BUILDING,A1,adverb,describing things,Details,/british-english/words/detail/4053
6210,left,,A2,adverb,describing things,Details,/british-english/words/detail/3330
6211,less,,A2,adverb,describing things,Details,/british-english/words/detail/3350
6212,most,MORE,A2,adverb,describing things,Details,/british-english/words/detail/3709
6213,outside,NEAR,A2,adverb,describing things,Details,/british-english/words/detail/4053
6214,over,MORE THAN,A2,adverb,describing things,Details,/british-english/words/detail/4059
6215,least,LESS,B1,adverb,describing things,Details,/british-english/words/detail/3324
6216,low,,B1,adverb,describing things,Details,/british-english/words/detail/3456
6217,more,GREATER NUMBER OF TIMES,B1,adverb,describing things,Details,/british-english/words/detail/3703
6218,much,OFTEN/ A LOT,B1,adverb,describing things,Details,/british-english/words/detail/3735
6219,much,WITH ADJECTIVES,B1,adverb,describing things,Details,/british-english/words/detail/3735
6220,near,DISTANCE,B1,adverb,describing things,Details,/british-english/words/detail/3791
6221,nearby,,B1,adverb,describing things,Details,/british-english/words/detail/3792
6222,opposite,,B1,adverb,describing things,Details,/british-english/words/detail/3999
6223,little,NOT ENOUGH,C1,adverb,describing things,Details,/british-english/words/detail/3407
6224,minimum,,B1,noun,describing things,Details,/british-english/words/detail/3634
6225,mild,FOOD,B2,adjective,food and drink,Details,/british-english/words/detail/3619
6226,off,FOOD,B2,adjective,food and drink,Details,/british-english/words/detail/3952
6227,overdrawn,,C1,adjective,money,Details,/british-english/words/detail/4066
6228,monetary,,C2,adjective,money,Details,/british-english/words/detail/3687
6229,owe,MONEY,B1,verb,money,Details,/british-english/words/detail/4082
6230,lose,MONEY,C1,verb,money,Details,/british-english/words/detail/3445
6231,mild,WEATHER,B1,adjective,natural world,Details,/british-english/words/detail/3619
6232,manual,WITH HANDS,B2,adjective,people: actions,Details,/british-english/words/detail/3508
6233,look,SEARCH,B1,noun,people: actions,Details,/british-english/words/detail/3440
6234,match,CHOOSE,B1,verb,people: actions,Details,/british-english/words/detail/3535
6235,mark,DAMAGE/MAKE DIRTY,C1,verb,people: actions,Details,/british-english/words/detail/3519
6236,little,YOUNG,A1,adjective,people: appearance,Details,/british-english/words/detail/3407
6237,old,EXISTED MANY YEARS,A1,adjective,people: appearance,Details,/british-english/words/detail/3969
6238,old,AGE,A1,adjective,people: appearance,Details,/british-english/words/detail/3969
6239,nice,KIND,A1,adjective,people: personality,Details,/british-english/words/detail/3839
6240,kind,,A2,adjective,people: personality,Details,/british-english/words/detail/3239
6241,keen,INTERESTED,B1,adjective,people: personality,Details,/british-english/words/detail/3224
6242,keen,WANTING TO DO,B1,adjective,people: personality,Details,/british-english/words/detail/3224
6243,miserable,UNHAPPY,B1,adjective,people: personality,Details,/british-english/words/detail/3646
6244,nasty,UNKIND,B1,adjective,people: personality,Details,/british-english/words/detail/3777
6245,new,NOT FAMILIAR,B1,adjective,people: personality,Details,/british-english/words/detail/3830
6246,loyal,,B2,adjective,people: personality,Details,/british-english/words/detail/3458
6247,mature,,B2,adjective,people: personality,Details,/british-english/words/detail/3544
6248,mean,NOT GENEROUS,B2,adjective,people: personality,Details,/british-english/words/detail/3553
6249,mean,NOT KIND,B2,adjective,people: personality,Details,/british-english/words/detail/3553
6250,miserable,UNPLEASANT,B2,adjective,people: personality,Details,/british-english/words/detail/3646
6251,nasty,ANGRY,B2,adjective,people: personality,Details,/british-english/words/detail/3777
6252,naughty,,B2,adjective,people: personality,Details,/british-english/words/detail/3787
6253,knowledgeable,,C1,adjective,people: personality,Details,/british-english/words/detail/3261
6254,low,UNHAPPY,C1,adjective,people: personality,Details,/british-english/words/detail/3456
6255,modest,NOT PROUD,C1,adjective,people: personality,Details,/british-english/words/detail/3680
6256,naive,,C1,adjective,people: personality,Details,/british-english/words/detail/3767
6257,noble,GOOD,C1,adjective,people: personality,Details,/british-english/words/detail/3852
6258,mechanical,BEHAVIOUR,C2,adjective,people: personality,Details,/british-english/words/detail/3563
6259,open,HONEST,C2,adjective,people: personality,Details,/british-english/words/detail/3985
6260,mentally,,B2,adverb,people: personality,Details,/british-english/words/detail/3589
6261,knowledge,UNDERSTANDING,B1,noun,people: personality,Details,/british-english/words/detail/3260
6262,name,REPUTATION,B2,noun,people: personality,Details,/british-english/words/detail/3769
6263,nuisance,,B2,noun,people: personality,Details,/british-english/words/detail/3903
6264,move,FEELING,B2,verb,people: personality,Details,/british-english/words/detail/3727
6265,left-wing,,C1,adjective,politics,Details,/british-english/words/detail/3332
6266,out,AVAILABLE,B1,adverb,shopping,Details,/british-english/words/detail/4035
6267,online,,A2,adjective,technology,Details,/british-english/words/detail/3981
6268,mechanical,MACHINES,B2,adjective,technology,Details,/british-english/words/detail/3563
6269,off,NOT OPERATING,A2,adverb,technology,Details,/british-english/words/detail/3952
6270,online,,A2,adverb,technology,Details,/british-english/words/detail/3981
6271,on,MOVEMENT/POSITION,B1,adverb,travel,Details,/british-english/words/detail/3975
6272,lift,RIDE,A2,noun,travel,Details,/british-english/words/detail/3375
6273,jam,FILL,C2,verb,travel,Details,/british-english/words/detail/3175
6274,manual,PHYSICAL WORK,B2,adjective,work,Details,/british-english/words/detail/3508
6275,off,NOT AT WORK,A2,adverb,work,Details,/british-english/words/detail/3952
6276,misinform,,C1,verb,,Details,/british-english/words/detail/3650
6277,memorable,,B2,adjective,,Details,/british-english/words/detail/3583
6278,liable,RESPONSIBLE,C1,adjective,,Details,/british-english/words/detail/3359
6279,notable,,C1,adjective,,Details,/british-english/words/detail/3881
6280,normal,,A2,adjective,,Details,/british-english/words/detail/3868
6281,natural,NOT ARTIFICIAL,B1,adjective,,Details,/british-english/words/detail/3784
6282,original,FIRST MADE,B1,adjective,,Details,/british-english/words/detail/4023
6283,original,INTERESTING,B1,adjective,,Details,/british-english/words/detail/4023
6284,logical,,B2,adjective,,Details,/british-english/words/detail/3426
6285,magical,WONDERFUL,B2,adjective,,Details,/british-english/words/detail/3479
6286,magical,MAGIC,B2,adjective,,Details,/british-english/words/detail/3479
6287,mathematical,,B2,adjective,,Details,/british-english/words/detail/3541
6288,natural,EXPECTED,B2,adjective,,Details,/british-english/words/detail/3784
6289,optional,,B2,adjective,,Details,/british-english/words/detail/4006
6290,municipal,,C1,adjective,,Details,/british-english/words/detail/3745
6291,musical,ABILITY,C1,adjective,,Details,/british-english/words/detail/3753
6292,nutritional,,C1,adjective,,Details,/british-english/words/detail/3910
6293,occasional,,C1,adjective,,Details,/british-english/words/detail/3938
6294,literal,,C2,adjective,,Details,/british-english/words/detail/3400
6295,naval,,C2,adjective,,Details,/british-english/words/detail/3788
6296,official,JOB/DUTIES,C2,adjective,,Details,/british-english/words/detail/3960
6297,official,KNOWN,C2,adjective,,Details,/british-english/words/detail/3960
6298,official,NOT TRUE,C2,adjective,,Details,/british-english/words/detail/3960
6299,limited,WITHIN RANGE,B2,adjective,,Details,/british-english/words/detail/3387
6300,organized,PLANNED,B2,adjective,,Details,/british-english/words/detail/4019
6301,overcrowded,,C1,adjective,,Details,/british-english/words/detail/4063
6302,muddled,,C2,adjective,,Details,/british-english/words/detail/3738
6303,non-existent,,C1,adjective,,Details,/british-english/words/detail/3861
6304,negligent,,C2,adjective,,Details,/british-english/words/detail/3808
6305,later,IN THE FUTURE,B2,adjective,,Details,/british-english/words/detail/3295
6306,later,TOWARDS THE END,C2,adjective,,Details,/british-english/words/detail/3295
6307,later,RECENT,C2,adjective,,Details,/british-english/words/detail/3295
6308,later,IN THE FUTURE,A2,adverb,,Details,/british-english/words/detail/3295
6309,meaningful,USEFUL,B2,adjective,,Details,/british-english/words/detail/3555
6310,meaningful,WITH MEANING,B2,adjective,,Details,/british-english/words/detail/3555
6311,merciful,,C2,adjective,,Details,/british-english/words/detail/3592
6312,linguistic,,C1,adjective,,Details,/british-english/words/detail/3391
6313,magnetic,METAL,C1,adjective,,Details,/british-english/words/detail/3481
6314,materialistic,,C2,adjective,,Details,/british-english/words/detail/3540
6315,nostalgic,,C2,adjective,,Details,/british-english/words/detail/3877
6316,missing,LOST,A2,adjective,,Details,/british-english/words/detail/3659
6317,missing,NOT INCLUDED,B1,adjective,,Details,/british-english/words/detail/3659
6318,leading,,B2,adjective,,Details,/british-english/words/detail/3314
6319,living,,B2,adjective,,Details,/british-english/words/detail/3411
6320,neighbouring,,B2,adjective,,Details,/british-english/words/detail/3814
6321,never-ending,,C1,adjective,,Details,/british-english/words/detail/3828
6322,opening,,C1,adjective,,Details,/british-english/words/detail/3986
6323,long-lasting,,C2,adjective,,Details,/british-english/words/detail/3435
6324,long-running,,C2,adjective,,Details,/british-english/words/detail/3436
6325,ongoing,,C2,adjective,,Details,/british-english/words/detail/3979
6326,outgoing,LEAVING A PLACE,C2,adjective,,Details,/british-english/words/detail/4041
6327,meaning,PURPOSE,B2,noun,,Details,/british-english/words/detail/3554
6328,opening,CEREMONY,B2,noun,,Details,/british-english/words/detail/3986
6329,opening,BEGINNING,B2,noun,,Details,/british-english/words/detail/3986
6330,longing,,C2,noun,,Details,/british-english/words/detail/3434
6331,operation,PLANNED ACTIVITY,C1,noun,,Details,/british-english/words/detail/3992
6332,operation,WORK,C1,noun,,Details,/british-english/words/detail/3992
6333,materialist,,C2,adjective,,Details,/british-english/words/detail/3539
6334,negative,GRAMMAR,A2,adjective,,Details,/british-english/words/detail/3804
6335,needless,,C2,adjective,,Details,/british-english/words/detail/3803
6336,likely,,B1,adjective,,Details,/british-english/words/detail/3383
6337,monthly,,B1,adjective,,Details,/british-english/words/detail/3695
6338,lonely,PLACE,B2,adjective,,Details,/british-english/words/detail/3430
6339,nearly,ALMOST,A2,adverb,,Details,/british-english/words/detail/3793
6340,lately,,B1,adverb,,Details,/british-english/words/detail/3294
6341,lightly,GENTLY,B1,adverb,,Details,/british-english/words/detail/3379
6342,loudly,,B1,adverb,,Details,/british-english/words/detail/3451
6343,mostly,,B1,adverb,,Details,/british-english/words/detail/3710
6344,normally,USUALLY,B1,adverb,,Details,/british-english/words/detail/3870
6345,obviously,,B1,adverb,,Details,/british-english/words/detail/3936
6346,lastly,,B2,adverb,,Details,/british-english/words/detail/3290
6347,literally,,B2,adverb,,Details,/british-english/words/detail/3401
6348,morally,,B2,adverb,,Details,/british-english/words/detail/3702
6349,narrowly,,B2,adverb,,Details,/british-english/words/detail/3775
6350,naturally,AS EXPECTED,B2,adverb,,Details,/british-english/words/detail/3785
6351,naturally,NORMALLY,B2,adverb,,Details,/british-english/words/detail/3785
6352,newly,,B2,adverb,,Details,/british-english/words/detail/3831
6353,normally,ORDINARY,B2,adverb,,Details,/british-english/words/detail/3870
6354,occasionally,,B2,adverb,,Details,/british-english/words/detail/3939
6355,originally,,B2,adverb,,Details,/british-english/words/detail/4024
6356,jointly,,C1,adverb,,Details,/british-english/words/detail/3193
6357,lightly,NOT MUCH,C1,adverb,,Details,/british-english/words/detail/3379
6358,likely,,C1,adverb,,Details,/british-english/words/detail/3383
6359,magnificently,,C1,adverb,,Details,/british-english/words/detail/3483
6360,modestly,BY SMALL AMOUNT,C1,adverb,,Details,/british-english/words/detail/3681
6361,mysteriously,,C1,adverb,,Details,/british-english/words/detail/3763
6362,neatly,,C1,adverb,,Details,/british-english/words/detail/3795
6363,notably,,C1,adverb,,Details,/british-english/words/detail/3882
6364,noticeably,,C1,adverb,,Details,/british-english/words/detail/3888
6365,objectively,,C1,adverb,,Details,/british-english/words/detail/3920
6366,officially,,C1,adverb,,Details,/british-english/words/detail/3961
6367,logically,,C2,adverb,,Details,/british-english/words/detail/3427
6368,modestly,NOT PROUDLY,C2,adverb,,Details,/british-english/words/detail/3681
6369,oddly,,C2,adverb,,Details,/british-english/words/detail/3948
6370,obvious,,B1,adjective,,Details,/british-english/words/detail/3935
6371,mysterious,,B2,adjective,,Details,/british-english/words/detail/3762
6372,notorious,,C1,adjective,,Details,/british-english/words/detail/3892
6373,nutritious,,C1,adjective,,Details,/british-english/words/detail/3911
6374,meticulous,,C2,adjective,,Details,/british-english/words/detail/3607
6375,membership,PEOPLE,C1,noun,,Details,/british-english/words/detail/3581
6376,lucky,GOOD THINGS,A2,adjective,,Details,/british-english/words/detail/3462
6377,noisy,,A2,adjective,,Details,/british-english/words/detail/3856
6378,juicy,WITH JUICE,B1,adjective,,Details,/british-english/words/detail/3205
6379,lucky,GIVING LUCK,B1,adjective,,Details,/british-english/words/detail/3462
6380,messy,,B1,adjective,,Details,/british-english/words/detail/3603
6381,lazy,RELAXED,B2,adjective,,Details,/british-english/words/detail/3310
6382,muddy,,B2,adjective,,Details,/british-english/words/detail/3739
6383,lengthy,,C1,adjective,,Details,/british-english/words/detail/3347
6384,juicy,EXCITING,C2,adjective,,Details,/british-english/words/detail/3205
6385,mighty,,C2,adjective,,Details,/british-english/words/detail/3617
6386,late,AFTER,A1,adjective,,Details,/british-english/words/detail/3293
6387,late,NEAR THE END,A1,adjective,,Details,/british-english/words/detail/3293
6388,long,TIME,A1,adjective,,Details,/british-english/words/detail/3431
6389,new,NOT KNOWN BEFORE,A1,adjective,,Details,/british-english/words/detail/3830
6390,new,DIFFERENT,A1,adjective,,Details,/british-english/words/detail/3830
6391,only,,A1,adjective,,Details,/british-english/words/detail/3982
6392,open,DOING BUSINESS,A1,adjective,,Details,/british-english/words/detail/3985
6393,last,MOST RECENT,A2,adjective,,Details,/british-english/words/detail/3289
6394,last,ONE BEFORE PRESENT,A2,adjective,,Details,/british-english/words/detail/3289
6395,last,FINAL,A2,adjective,,Details,/british-english/words/detail/3289
6396,latest,,A2,adjective,,Details,/british-english/words/detail/3296
6397,lost,PERSON,A2,adjective,,Details,/british-english/words/detail/3447
6398,magic,ENTERTAINMENT,A2,adjective,,Details,/british-english/words/detail/3478
6399,modern,NEW,A2,adjective,,Details,/british-english/words/detail/3679
6400,next,AFTER,A2,adjective,,Details,/british-english/words/detail/3835
6401,next,NEAR,A2,adjective,,Details,/british-english/words/detail/3835
6402,north,,A2,adjective,,Details,/british-english/words/detail/3871
6403,open,NOT CLOSED,A2,adjective,,Details,/british-english/words/detail/3985
6404,own,BELONGING,A2,adjective,,Details,/british-english/words/detail/4085
6405,light,BRIGHT,B1,adjective,,Details,/british-english/words/detail/3376
6406,little,NOT IMPORTANT,B1,adjective,,Details,/british-english/words/detail/3407
6407,local,,B1,adjective,,Details,/british-english/words/detail/3419
6408,loose,CLOTHES,B1,adjective,,Details,/british-english/words/detail/3442
6409,lost,OBJECT,B1,adjective,,Details,/british-english/words/detail/3447
6410,magic,SPECIAL POWERS,B1,adjective,,Details,/british-english/words/detail/3478
6411,male,,B1,adjective,,Details,/british-english/words/detail/3496
6412,modern,NOW,B1,adjective,,Details,/british-english/words/detail/3679
6413,neat,TIDY,B1,adjective,,Details,/british-english/words/detail/3794
6414,necessary,,B1,adjective,,Details,/british-english/words/detail/3797
6415,next-door,,B1,adjective,,Details,/british-english/words/detail/3837
6416,northeast,,B1,adjective,,Details,/british-english/words/detail/3872
6417,northern,,B1,adjective,,Details,/british-english/words/detail/3873
6418,northwest,,B1,adjective,,Details,/british-english/words/detail/3874
6419,open,WITHOUT BUILDINGS,B1,adjective,,Details,/british-english/words/detail/3985
6420,ordinary,NOT SPECIAL,B1,adjective,,Details,/british-english/words/detail/4014
6421,out-of-date,,B1,adjective,,Details,/british-english/words/detail/4048
6422,overnight,FOR THE NIGHT,B1,adjective,,Details,/british-english/words/detail/4073
6423,joint,,B2,adjective,,Details,/british-english/words/detail/3192
6424,junior,LOW RANK,B2,adjective,,Details,/british-english/words/detail/3211
6425,junior,YOUNG PEOPLE,B2,adjective,,Details,/british-english/words/detail/3211
6426,known,FAMILIAR,B2,adjective,,Details,/british-english/words/detail/3262
6427,last-minute,,B2,adjective,,Details,/british-english/words/detail/3291
6428,latter,,B2,adjective,,Details,/british-english/words/detail/3297
6429,little,SHORT,B2,adjective,,Details,/british-english/words/detail/3407
6430,long-distance,,B2,adjective,,Details,/british-english/words/detail/3432
6431,long-term,,B2,adjective,,Details,/british-english/words/detail/3438
6432,loose,NOT FIXED,B2,adjective,,Details,/british-english/words/detail/3442
6433,low,SOUND,B2,adjective,,Details,/british-english/words/detail/3456
6434,major,,B2,adjective,,Details,/british-english/words/detail/3491
6435,minor,,B2,adjective,,Details,/british-english/words/detail/3638
6436,moral,BELIEFS,B2,adjective,,Details,/british-english/words/detail/3700
6437,naked,NO CLOTHES,B2,adjective,,Details,/british-english/words/detail/3768
6438,nationwide,,B2,adjective,,Details,/british-english/words/detail/3781
6439,native,PLACE BORN,B2,adjective,,Details,/british-english/words/detail/3782
6440,native,FIRST PEOPLE,B2,adjective,,Details,/british-english/words/detail/3782
6441,nuclear,POWER,B2,adjective,,Details,/british-english/words/detail/3902
6442,nuclear,WEAPONS,B2,adjective,,Details,/british-english/words/detail/3902
6443,odd,STRANGE,B2,adjective,,Details,/british-english/words/detail/3947
6444,open,NOT COVERED,B2,adjective,,Details,/british-english/words/detail/3985
6445,opposite,DIFFERENT,B2,adjective,,Details,/british-english/words/detail/3999
6446,overseas,,B2,adjective,,Details,/british-english/words/detail/4074
6447,overweight,,B2,adjective,,Details,/british-english/words/detail/4078
6448,just,,C1,adjective,,Details,/british-english/words/detail/3216
6449,justified,,C1,adjective,,Details,/british-english/words/detail/3220
6450,juvenile,,C1,adjective,,Details,/british-english/words/detail/3222
6451,keen,VERY GOOD,C1,adjective,,Details,/british-english/words/detail/3224
6452,legendary,FAMOUS,C1,adjective,,Details,/british-english/words/detail/3338
6453,legendary,OLD,C1,adjective,,Details,/british-english/words/detail/3338
6454,long-time,,C1,adjective,,Details,/british-english/words/detail/3439
6455,lost,NEW SITUATION,C1,adjective,,Details,/british-english/words/detail/3447
6456,low,NOT IMPORTANT,C1,adjective,,Details,/british-english/words/detail/3456
6457,masculine,,C1,adjective,,Details,/british-english/words/detail/3527
6458,mass,,C1,adjective,,Details,/british-english/words/detail/3529
6459,middle-class,,C1,adjective,,Details,/british-english/words/detail/3613
6460,mistaken,,C1,adjective,,Details,/british-english/words/detail/3663
6461,moral,GOOD BEHAVIOUR,C1,adjective,,Details,/british-english/words/detail/3700
6462,multiple,,C1,adjective,,Details,/british-english/words/detail/3741
6463,mutual,OPINION,C1,adjective,,Details,/british-english/words/detail/3759
6464,mutual,FRIEND/INTEREST,C1,adjective,,Details,/british-english/words/detail/3759
6465,naked,NOT HIDDEN,C1,adjective,,Details,/british-english/words/detail/3768
6466,neutral,INDEPENDENT,C1,adjective,,Details,/british-english/words/detail/3826
6467,neutral,COLOUR,C1,adjective,,Details,/british-english/words/detail/3826
6468,noble,SOCIAL GROUP,C1,adjective,,Details,/british-english/words/detail/3852
6469,obese,,C1,adjective,,Details,/british-english/words/detail/3914
6470,obligatory,COMPULSORY,C1,adjective,,Details,/british-english/words/detail/3922
6471,obsolete,,C1,adjective,,Details,/british-english/words/detail/3932
6472,outside,DIFFERENT ORGANIZATION,C1,adjective,,Details,/british-english/words/detail/4053
6473,justifiable,,C2,adjective,,Details,/british-english/words/detail/3218
6474,late,DEAD,C2,adjective,,Details,/british-english/words/detail/3293
6475,lavish,,C2,adjective,,Details,/british-english/words/detail/3302
6476,legitimate,REASONABLE,C2,adjective,,Details,/british-english/words/detail/3340
6477,lethal,,C2,adjective,,Details,/british-english/words/detail/3354
6478,lifelong,,C2,adjective,,Details,/british-english/words/detail/3371
6479,literate,,C2,adjective,,Details,/british-english/words/detail/3403
6480,loose,NOT EXACT,C2,adjective,,Details,/british-english/words/detail/3442
6481,mainstream,,C2,adjective,,Details,/british-english/words/detail/3488
6482,mean,AVERAGE,C2,adjective,,Details,/british-english/words/detail/3553
6483,miniature,,C2,adjective,,Details,/british-english/words/detail/3631
6484,minute,EXACT,C2,adjective,,Details,/british-english/words/detail/3642
6485,narrow,LIMITED,C2,adjective,,Details,/british-english/words/detail/3774
6486,native,ANIMALS AND PLANTS,C2,adjective,,Details,/british-english/words/detail/3782
6487,near,CHARACTERISTIC,C2,adjective,,Details,/british-english/words/detail/3791
6488,obligatory,EXPECTED,C2,adjective,,Details,/british-english/words/detail/3922
6489,off,STOPPED,C2,adjective,,Details,/british-english/words/detail/3952
6490,open,NOT SECRET,C2,adjective,,Details,/british-english/words/detail/3985
6491,orthodox,RELIGION,C2,adjective,,Details,/british-english/words/detail/4028
6492,orthodox,IDEA,C2,adjective,,Details,/british-english/words/detail/4028
